mse,learning_rate_init,minibatch_size,r2
0.09424405388596406,0.0001,1.0,0.0033240627209125684
0.07975265648323435,0.0001,2.0,0.15657752003001546
0.07405544599289479,0.0001,4.0,0.21682824536708734
0.07200300183703708,0.0001,10.0,0.23853382379251975
0.07100011367098033,0.0001,21.0,0.24913984572892944
0.07058829431365865,0.0001,46.0,0.25349503236431015
0.07032521217686391,0.0001,100.0,0.25627725176659266
0.0702277854828911,0.0001,215.0,0.2573075856447261
0.07017006583167973,0.0001,464.0,0.25791799855777986
0.07011241030204933,0.0001,1000.0,0.2585277333544518
0.053011030100119774,0.0001333521432163324,1.0,0.4393830068568859
0.048409973033426264,0.0001333521432163324,2.0,0.488041385559166
0.0466275929140463,0.0001333521432163324,4.0,0.5068909076544289
0.04598677169190004,0.0001333521432163324,10.0,0.5136678985188475
0.04571564416064859,0.0001333521432163324,21.0,0.5165352018148112
0.04557998851519831,0.0001333521432163324,46.0,0.5179698251358746
0.04546933543137524,0.0001333521432163324,100.0,0.5191400344115242
0.0454377001601695,0.0001333521432163324,215.0,0.5194745925324876
0.04542099700408521,0.0001333521432163324,464.0,0.5196512363955156
0.04540426275381249,0.0001333521432163324,1000.0,0.5198282090944553
0.04016363524729736,0.00017782794100389227,1.0,0.5752503510399478
0.03859045205415094,0.00017782794100389227,2.0,0.5918875156024797
0.03797006762214361,0.00017782794100389227,4.0,0.5984483776383216
0.037725647370265104,0.00017782794100389227,10.0,0.6010332386835158
0.03766022958091263,0.00017782794100389227,21.0,0.6017250630886553
0.03760011358648888,0.00017782794100389227,46.0,0.6023608184771093
0.037553675079520156,0.00017782794100389227,100.0,0.6028519278951624
0.03754457352088512,0.00017782794100389227,215.0,0.6029481812300863
0.03753807222821483,0.00017782794100389227,464.0,0.6030169355089878
0.03753158760138947,0.00017782794100389227,1000.0,0.6030855135386096
0.03533160255284262,0.00023713737056616554,1.0,0.6263514074581725
0.034791828202678385,0.00023713737056616554,2.0,0.6320597793308438
0.03449607640885104,0.00023713737056616554,4.0,0.6351874959788513
0.0343528427307036,0.00023713737056616554,10.0,0.6367022606194965
0.03429399773217406,0.00023713737056616554,21.0,0.63732457461858
0.03427236691092939,0.00023713737056616554,46.0,0.6375533308970847
0.03429394693824246,0.00023713737056616554,100.0,0.6373251117886963
0.03427914441961208,0.00023713737056616554,215.0,0.6374816555017658
0.034273067614862575,0.00023713737056616554,464.0,0.6375459206179153
0.03426730596179585,0.00023713737056616554,1000.0,0.637606852854314
0.03311726886219226,0.00031622776601683794,1.0,0.6497690451294899
0.032727755284526025,0.00031622776601683794,2.0,0.6538883374784074
0.03247047044148593,0.00031622776601683794,4.0,0.6566092477269729
0.0323835210881014,0.00031622776601683794,10.0,0.6575287787181292
0.03238234034491873,0.00031622776601683794,21.0,0.6575412656419164
0.03233582957557845,0.00031622776601683794,46.0,0.6580331392691045
0.03230516463714288,0.00031622776601683794,100.0,0.658357435657011
0.032304694122999134,0.00031622776601683794,215.0,0.6583624115690805
0.03230210647274978,0.00031622776601683794,464.0,0.6583897772078798
0.03229955264350807,0.00031622776601683794,1000.0,0.6584167851733502
0.0312938974083123,0.00042169650342858224,1.0,0.6690520701891154
0.03117979572523878,0.00042169650342858224,2.0,0.670258750050956
0.03089471506429494,0.00042169650342858224,4.0,0.6732736143657927
0.030780169677904767,0.00042169650342858224,10.0,0.6744849866023856
0.030783781811171862,0.00042169650342858224,21.0,0.6744467865657667
0.030746364041741858,0.00042169650342858224,46.0,0.674842497370638
0.03077620241240018,0.00042169650342858224,100.0,0.67452694233224
0.03076045936704731,0.00042169650342858224,215.0,0.674693432565159
0.030752509601522933,0.00042169650342858224,464.0,0.6747775051371512
0.03074570448169715,0.00042169650342858224,1000.0,0.6748494725335119
0.02973039021328605,0.0005623413251903491,1.0,0.6855869064444715
0.029754487405056228,0.0005623413251903491,2.0,0.6853320671182431
0.029596740980456053,0.0005623413251903491,4.0,0.6870003109926104
0.029497225797335342,0.0005623413251903491,10.0,0.6880527316421969
0.029513552291746716,0.0005623413251903491,21.0,0.6878800711564795
0.029475627385745523,0.0005623413251903491,46.0,0.6882811451731033
0.02941386151961417,0.0005623413251903491,100.0,0.6889343487438326
0.029427864136416036,0.0005623413251903491,215.0,0.6887862643751123
0.029433136558476635,0.0005623413251903491,464.0,0.6887305059905532
0.029436814429586112,0.0005623413251903491,1000.0,0.6886916107448153
0.029336412374067415,0.0007498942093324559,1.0,0.6897534104941122
0.028538028946545845,0.0007498942093324559,2.0,0.6981966970265017
0.028481574804995125,0.0007498942093324559,4.0,0.6987937265697283
