mse,learning_rate_init,minibatch_size,r2
0.05440948749724066,0.0001,1.0,0.3747567410690257
0.049035826188894474,0.0001,2.0,0.4365078374930096
0.04720279276140289,0.0001,4.0,0.45757202770418137
0.046532823245556736,0.0001,10.0,0.4652709409404676
0.04620317310894961,0.0001,21.0,0.4690590950878436
0.046063855076539054,0.0001,46.0,0.47066005963684165
0.04599152228681675,0.0001,100.0,0.47149126741426894
0.04595740332712418,0.0001,215.0,0.47188334332842996
0.045937659591452906,0.0001,464.0,0.47211022724523233
0.04591795801962684,0.0001,1000.0,0.47233662663881637
0.04026754369316652,0.00013990503141372943,1.0,0.5372680132460783
0.038383371640894316,0.00013990503141372943,2.0,0.558919859799661
0.037738445884501155,0.00013990503141372943,4.0,0.5663309842238018
0.037498920563221794,0.00013990503141372943,10.0,0.5690834746324055
0.0373562976671048,0.00013990503141372943,21.0,0.5707224168181941
0.03731400871136011,0.00013990503141372943,46.0,0.571208377736461
0.037263067794157306,0.00013990503141372943,100.0,0.5717937621344749
0.0372416290608429,0.00013990503141372943,215.0,0.5720401240118136
0.03723678253510264,0.00013990503141372943,464.0,0.572095817562474
0.037231887551310926,0.00013990503141372943,1000.0,0.5721520679658342
0.03573342726832725,0.00019573417814876596,1.0,0.5893715315889543
0.034597207081184966,0.00019573417814876596,2.0,0.6024283355646953
0.03442113078950343,0.00019573417814876596,4.0,0.6044517053756502
0.03432486153226939,0.00019573417814876596,10.0,0.6055579775883948
0.03428656844817138,0.00019573417814876596,21.0,0.6059980201948828
0.034268573101085956,0.00019573417814876596,46.0,0.6062048126124342
0.034280398105705934,0.00019573417814876596,100.0,0.6060689263035282
0.03427914959548584,0.00019573417814876596,215.0,0.6060832734814694
0.03427550551528004,0.00019573417814876596,464.0,0.6061251492036732
0.03427193336503367,0.00019573417814876596,1000.0,0.6061661983471989
0.03407201404318789,0.0002738419634264361,1.0,0.6084635588639739
0.03343189764100733,0.0002738419634264361,2.0,0.6158194168917643
0.03335442401619282,0.0002738419634264361,4.0,0.6167097002575592
0.03337023775109186,0.0002738419634264361,10.0,0.6165279777014583
0.03329082021393036,0.0002738419634264361,21.0,0.617440599415707
0.03330880034334098,0.0002738419634264361,46.0,0.617233981871124
0.033241282172388954,0.0002738419634264361,100.0,0.6180098627548622
0.033269229989544694,0.0002738419634264361,215.0,0.6176887021433173
0.03327407579857663,0.0002738419634264361,464.0,0.6176330168286662
0.03327857148669572,0.0002738419634264361,1000.0,0.6175813549068211
0.03311199221229959,0.0003831186849557289,1.0,0.6194955903312785
0.0332577533155027,0.0003831186849557289,2.0,0.6178205856329397
0.03333490406809372,0.0003831186849557289,4.0,0.6169340125333229
0.03329569572129454,0.0003831186849557289,10.0,0.6173845728245086
0.0333346068476884,0.0003831186849557289,21.0,0.6169374280232198
0.033300425637699874,0.0003831186849557289,46.0,0.6173302192828052
0.033298942955122625,0.0003831186849557289,100.0,0.6173472574378991
0.033305828325671874,0.0003831186849557289,215.0,0.6172681346282719
0.03330176545292253,0.0003831186849557289,464.0,0.6173148228790766
0.03329808256826269,0.0003831186849557289,1000.0,0.6173571445202628
0.033074265901773744,0.0005360023165391796,1.0,0.6199291198943316
0.03267496729731837,0.0005360023165391796,2.0,0.6245176351004146
0.03335735256809885,0.0005360023165391796,4.0,0.6166760469845383
0.0330835329858649,0.0005360023165391796,10.0,0.6198226277709085
0.0330904582666937,0.0005360023165391796,21.0,0.6197430463347734
0.0330852119705216,0.0005360023165391796,46.0,0.619803333822615
0.03304124813135665,0.0005360023165391796,100.0,0.6203085415600709
0.033050776555027125,0.0005360023165391796,215.0,0.6201990462690427
0.03305382408982107,0.0005360023165391796,464.0,0.6201640257115275
0.033056420020929816,0.0005360023165391796,1000.0,0.6201341947298172
0.033821937783772314,0.0007498942093324559,1.0,0.6113372947253195
0.032642837945354275,0.0007498942093324559,2.0,0.624886847560473
0.03257630632233618,0.0007498942093324559,4.0,0.6256513915896721
0.03264943793074154,0.0007498942093324559,10.0,0.624811004236776
0.032723493300844994,0.0007498942093324559,21.0,0.6239600015334853
0.03264918065618679,0.0007498942093324559,46.0,0.6248139606914029
0.03273991384482368,0.0007498942093324559,100.0,0.6237713058683925
0.03271500654070727,0.0007498942093324559,215.0,0.6240575266124808
0.03269705559961809,0.0007498942093324559,464.0,0.6242638087412741
0.032682355973828695,0.0007498942093324559,1000.0,0.6244327285814782
0.032464950798817394,0.0010491397291363103,1.0,0.6269310266979495
0.03147569045143876,0.0010491397291363103,2.0,0.6382990507683393
0.03211079245536024,0.0010491397291363103,4.0,0.6310008153878719
0.03197843474226501,0.0010491397291363103,10.0,0.6325217958581347
