accuracy,learning_rate_init,minibatch_size,AUC
0.8214418431809736,0.1,1.0,0.779165886582661
0.8182831661092531,0.1,2.0,0.7802989255466669
0.8203270159791899,0.1,4.0,0.7802915874683075
0.819769602378298,0.1,10.0,0.7812737000098369
0.8208844295800818,0.1,21.0,0.7810059593129337
0.819769602378298,0.1,46.0,0.7810505827624177
0.821256038647343,0.1,100.0,0.7810944129061329
0.8208844295800818,0.1,215.0,0.7810610940638515
0.8206986250464511,0.1,464.0,0.7810420547254051
0.8208844295800818,0.1,1000.0,0.7810432446840581
0.8205128205128205,0.12115276586285885,1.0,0.7771780606529858
0.8182831661092531,0.12115276586285885,2.0,0.7811975426560511
0.8192121887774062,0.12115276586285885,4.0,0.7793792858344148
0.8171683389074693,0.12115276586285885,10.0,0.781189609598365
0.8179115570419918,0.12115276586285885,21.0,0.781116823794096
0.8173541434410999,0.12115276586285885,46.0,0.7812931360011677
0.8180973615756224,0.12115276586285885,100.0,0.7812169786473819
0.8175399479747306,0.12115276586285885,215.0,0.7812036907757578
0.8173541434410999,0.12115276586285885,464.0,0.7812038891022
0.8175399479747306,0.12115276586285885,1000.0,0.7811951627387453
0.8175399479747306,0.14677992676220694,1.0,0.779658727791405
0.8195837978446674,0.14677992676220694,2.0,0.7789409843972621
0.8190263842437755,0.14677992676220694,4.0,0.7804169297797466
0.8210702341137124,0.14677992676220694,10.0,0.7803522753596055
0.8179115570419918,0.14677992676220694,21.0,0.7808357952255687
0.8182831661092531,0.14677992676220694,46.0,0.7806856621088607
0.8169825343738387,0.14677992676220694,100.0,0.7806642428531083
0.8169825343738387,0.14677992676220694,215.0,0.7806386587420708
0.8169825343738387,0.14677992676220694,464.0,0.7806382620891865
0.8173541434410999,0.14677992676220694,1000.0,0.7806370721305337
0.8154960981047937,0.1778279410038923,1.0,0.7784074862678771
0.8166109253065775,0.1778279410038923,2.0,0.7804405306263624
0.8164251207729468,0.1778279410038923,4.0,0.7798384115479934
0.8153102935711631,0.1778279410038923,10.0,0.7804339858537714
0.8156819026384243,0.1778279410038923,21.0,0.7804169297797465
0.8156819026384243,0.1778279410038923,46.0,0.7800159137137181
0.8162393162393162,0.1778279410038923,100.0,0.7799818015656682
0.8156819026384243,0.1778279410038923,215.0,0.7799280550998455
0.8160535117056856,0.1778279410038923,464.0,0.7799336082402257
0.8160535117056856,0.1778279410038923,1000.0,0.7799278567734034
0.8173541434410999,0.21544346900318834,1.0,0.7765031557703475
0.8140096618357487,0.21544346900318834,2.0,0.7766066821731501
0.8210702341137124,0.21544346900318834,4.0,0.7783136778607399
0.8179115570419918,0.21544346900318834,10.0,0.7781617598060526
0.8184689706428837,0.21544346900318834,21.0,0.7782036066853464
0.8169825343738387,0.21544346900318834,46.0,0.7781052367700397
0.8162393162393162,0.21544346900318834,100.0,0.7781752460041187
0.8177257525083612,0.21544346900318834,215.0,0.7780631915643038
0.815867707172055,0.21544346900318834,464.0,0.7780729095599691
0.815867707172055,0.21544346900318834,1000.0,0.7780669597667045
0.815867707172055,0.26101572156825364,1.0,0.7753826113721969
0.8162393162393162,0.26101572156825364,2.0,0.7779802911114849
0.8182831661092531,0.26101572156825364,4.0,0.779230541002802
0.8182831661092531,0.26101572156825364,10.0,0.7783785306073232
0.8193979933110368,0.26101572156825364,21.0,0.7782422803415657
0.8193979933110368,0.26101572156825364,46.0,0.7780098417513653
0.8173541434410999,0.26101572156825364,100.0,0.7777793864255863
0.8162393162393162,0.26101572156825364,215.0,0.7777335730174495
0.8160535117056856,0.26101572156825364,464.0,0.7776911311588294
0.815867707172055,0.26101572156825364,1000.0,0.7776847847126805
0.7924563359345969,0.31622776601683794,1.0,0.7734411938299851
