accuracy,learning_rate_init,minibatch_size
0.8084355258268302,0.05,1403.0
0.8082497212931996,0.05,1442.0
0.8095503530286139,0.05,1482.0
0.8097361575622445,0.05,1522.0
0.8076923076923077,0.05,1562.0
0.8078781122259383,0.05,1602.0
0.8028613898179116,0.05,1641.0
0.8088071348940914,0.05,1681.0
0.8093645484949833,0.05,1721.0
0.7755481233742103,0.05,1761.0
0.8093645484949833,0.05,1801.0
0.8082497212931996,0.05,1840.0
0.799702712746191,0.05,1880.0
0.813452248234857,0.05,1920.0
0.8088071348940914,0.05,1960.0
0.7755481233742103,0.05,2000.0
0.8034188034188035,0.060000000000000005,50.0
0.8015607580824972,0.060000000000000005,89.0
0.8088071348940914,0.060000000000000005,129.0
0.8099219620958752,0.060000000000000005,169.0
0.8075065031586771,0.060000000000000005,209.0
0.8084355258268302,0.060000000000000005,248.0
0.8093645484949833,0.060000000000000005,288.0
0.8091787439613527,0.060000000000000005,328.0
0.8078781122259383,0.060000000000000005,368.0
0.808992939427722,0.060000000000000005,408.0
0.8082497212931996,0.060000000000000005,447.0
0.8080639167595689,0.060000000000000005,487.0
0.8108509847640283,0.060000000000000005,527.0
0.8101077666295058,0.060000000000000005,567.0
0.808992939427722,0.060000000000000005,607.0
0.8082497212931996,0.060000000000000005,646.0
0.8082497212931996,0.060000000000000005,686.0
0.8106651802303976,0.060000000000000005,726.0
0.8127090301003345,0.060000000000000005,766.0
0.8067632850241546,0.060000000000000005,806.0
0.808992939427722,0.060000000000000005,845.0
0.8093645484949833,0.060000000000000005,885.0
0.810479375696767,0.060000000000000005,925.0
0.8091787439613527,0.060000000000000005,965.0
0.8084355258268302,0.060000000000000005,1005.0
0.8082497212931996,0.060000000000000005,1044.0
0.8086213303604608,0.060000000000000005,1084.0
0.8101077666295058,0.060000000000000005,1124.0
0.8024897807506504,0.060000000000000005,1164.0
0.813452248234857,0.060000000000000005,1204.0
0.7917131178000744,0.060000000000000005,1243.0
0.8076923076923077,0.060000000000000005,1283.0
0.7941285767372724,0.060000000000000005,1323.0
0.8076923076923077,0.060000000000000005,1363.0
0.8093645484949833,0.060000000000000005,1403.0
0.8101077666295058,0.060000000000000005,1442.0
0.7755481233742103,0.060000000000000005,1482.0
0.8084355258268302,0.060000000000000005,1522.0
0.8071348940914158,0.060000000000000005,1562.0
0.8060200668896321,0.060000000000000005,1602.0
0.7755481233742103,0.060000000000000005,1641.0
0.8082497212931996,0.060000000000000005,1681.0
0.8088071348940914,0.060000000000000005,1721.0
0.8078781122259383,0.060000000000000005,1761.0
0.8093645484949833,0.060000000000000005,1801.0
0.7755481233742103,0.060000000000000005,1840.0
0.7755481233742103,0.060000000000000005,1880.0
0.8091787439613527,0.060000000000000005,1920.0
0.8073206986250464,0.060000000000000005,1960.0
0.8099219620958752,0.060000000000000005,2000.0
0.7989594946116685,0.06999999999999999,50.0
0.8047194351542177,0.06999999999999999,89.0
0.8073206986250464,0.06999999999999999,129.0
0.8071348940914158,0.06999999999999999,169.0
0.8063916759568933,0.06999999999999999,209.0
0.8073206986250464,0.06999999999999999,248.0
0.8069490895577852,0.06999999999999999,288.0
0.806577480490524,0.06999999999999999,328.0
0.8086213303604608,0.06999999999999999,368.0
0.8082497212931996,0.06999999999999999,408.0
0.8088071348940914,0.06999999999999999,447.0
0.8086213303604608,0.06999999999999999,487.0
0.808992939427722,0.06999999999999999,527.0
0.808992939427722,0.06999999999999999,567.0
0.8086213303604608,0.06999999999999999,607.0
0.8069490895577852,0.06999999999999999,646.0
0.8095503530286139,0.06999999999999999,686.0
0.8091787439613527,0.06999999999999999,726.0
0.8117800074321814,0.06999999999999999,766.0
0.8095503530286139,0.06999999999999999,806.0
0.808992939427722,0.06999999999999999,845.0
0.813452248234857,0.06999999999999999,885.0
0.8086213303604608,0.06999999999999999,925.0
0.8071348940914158,0.06999999999999999,965.0
0.8082497212931996,0.06999999999999999,1005.0
0.8082497212931996,0.06999999999999999,1044.0
0.8063916759568933,0.06999999999999999,1084.0
0.8088071348940914,0.06999999999999999,1124.0
0.8088071348940914,0.06999999999999999,1164.0
0.8082497212931996,0.06999999999999999,1204.0
0.7755481233742103,0.06999999999999999,1243.0
0.7755481233742103,0.06999999999999999,1283.0
0.7755481233742103,0.06999999999999999,1323.0
0.8088071348940914,0.06999999999999999,1363.0
0.8091787439613527,0.06999999999999999,1403.0
0.8078781122259383,0.06999999999999999,1442.0
0.8093645484949833,0.06999999999999999,1482.0
0.7755481233742103,0.06999999999999999,1522.0
0.7755481233742103,0.06999999999999999,1562.0
0.8084355258268302,0.06999999999999999,1602.0
0.7755481233742103,0.06999999999999999,1641.0
0.8091787439613527,0.06999999999999999,1681.0
0.8075065031586771,0.06999999999999999,1721.0
0.8067632850241546,0.06999999999999999,1761.0
0.7755481233742103,0.06999999999999999,1801.0
0.8097361575622445,0.06999999999999999,1840.0
0.8062058714232627,0.06999999999999999,1880.0
0.8080639167595689,0.06999999999999999,1920.0
0.7755481233742103,0.06999999999999999,1960.0
0.7755481233742103,0.06999999999999999,2000.0
0.7961724266072092,0.08,50.0
0.8084355258268302,0.08,89.0
0.8073206986250464,0.08,129.0
0.8078781122259383,0.08,169.0
0.8082497212931996,0.08,209.0
0.8091787439613527,0.08,248.0
0.8088071348940914,0.08,288.0
0.806577480490524,0.08,328.0
0.8088071348940914,0.08,368.0
0.8073206986250464,0.08,408.0
0.8071348940914158,0.08,447.0
0.8084355258268302,0.08,487.0
0.8093645484949833,0.08,527.0
0.8084355258268302,0.08,567.0
0.8095503530286139,0.08,607.0
0.8091787439613527,0.08,646.0
0.8088071348940914,0.08,686.0
0.8128948346339651,0.08,726.0
0.8097361575622445,0.08,766.0
0.808992939427722,0.08,806.0
0.8076923076923077,0.08,845.0
0.8076923076923077,0.08,885.0
0.8080639167595689,0.08,925.0
0.8086213303604608,0.08,965.0
0.8091787439613527,0.08,1005.0
0.8076923076923077,0.08,1044.0
0.8088071348940914,0.08,1084.0
0.8069490895577852,0.08,1124.0
0.8086213303604608,0.08,1164.0
0.8095503530286139,0.08,1204.0
0.8069490895577852,0.08,1243.0
0.7755481233742103,0.08,1283.0
0.8078781122259383,0.08,1323.0
0.7755481233742103,0.08,1363.0
0.8106651802303976,0.08,1403.0
0.8088071348940914,0.08,1442.0
0.7755481233742103,0.08,1482.0
0.7755481233742103,0.08,1522.0
0.7755481233742103,0.08,1562.0
0.8093645484949833,0.08,1602.0
0.8097361575622445,0.08,1641.0
0.8095503530286139,0.08,1681.0
0.7755481233742103,0.08,1721.0
0.8086213303604608,0.08,1761.0
0.8088071348940914,0.08,1801.0
0.7755481233742103,0.08,1840.0
0.7755481233742103,0.08,1880.0
0.7755481233742103,0.08,1920.0
0.7755481233742103,0.08,1960.0
0.808992939427722,0.08,2000.0
0.7965440356744704,0.09,50.0
0.8054626532887402,0.09,89.0
0.8047194351542177,0.09,129.0
0.8093645484949833,0.09,169.0
0.810479375696767,0.09,209.0
0.8080639167595689,0.09,248.0
0.8082497212931996,0.09,288.0
0.8082497212931996,0.09,328.0
0.8088071348940914,0.09,368.0
0.8088071348940914,0.09,408.0
0.8125232255667039,0.09,447.0
0.8078781122259383,0.09,487.0
0.8091787439613527,0.09,527.0
0.8054626532887402,0.09,567.0
0.8082497212931996,0.09,607.0
0.8095503530286139,0.09,646.0
0.8082497212931996,0.09,686.0
0.8095503530286139,0.09,726.0
0.8095503530286139,0.09,766.0
0.810479375696767,0.09,806.0
0.8086213303604608,0.09,845.0
0.8082497212931996,0.09,885.0
0.8088071348940914,0.09,925.0
0.8088071348940914,0.09,965.0
0.8091787439613527,0.09,1005.0
0.8088071348940914,0.09,1044.0
0.8082497212931996,0.09,1084.0
0.8091787439613527,0.09,1124.0
0.8086213303604608,0.09,1164.0
0.7755481233742103,0.09,1204.0
0.7755481233742103,0.09,1243.0
0.8084355258268302,0.09,1283.0
0.8095503530286139,0.09,1323.0
0.8073206986250464,0.09,1363.0
0.8069490895577852,0.09,1403.0
0.7755481233742103,0.09,1442.0
0.8101077666295058,0.09,1482.0
0.7755481233742103,0.09,1522.0
0.7755481233742103,0.09,1562.0
0.8086213303604608,0.09,1602.0
0.7755481233742103,0.09,1641.0
0.8060200668896321,0.09,1681.0
0.8080639167595689,0.09,1721.0
0.8071348940914158,0.09,1761.0
0.8075065031586771,0.09,1801.0
0.8067632850241546,0.09,1840.0
0.7755481233742103,0.09,1880.0
0.808992939427722,0.09,1920.0
0.7755481233742103,0.09,1960.0
0.808992939427722,0.09,2000.0
0.8004459308807135,0.09999999999999999,50.0
0.8082497212931996,0.09999999999999999,89.0
0.8088071348940914,0.09999999999999999,129.0
0.8082497212931996,0.09999999999999999,169.0
0.8054626532887402,0.09999999999999999,209.0
0.8088071348940914,0.09999999999999999,248.0
0.8069490895577852,0.09999999999999999,288.0
0.8093645484949833,0.09999999999999999,328.0
0.8082497212931996,0.09999999999999999,368.0
0.8088071348940914,0.09999999999999999,408.0
0.8082497212931996,0.09999999999999999,447.0
0.806577480490524,0.09999999999999999,487.0
0.8101077666295058,0.09999999999999999,527.0
0.8084355258268302,0.09999999999999999,567.0
0.8071348940914158,0.09999999999999999,607.0
0.808992939427722,0.09999999999999999,646.0
0.8086213303604608,0.09999999999999999,686.0
0.8097361575622445,0.09999999999999999,726.0
0.808992939427722,0.09999999999999999,766.0
0.8088071348940914,0.09999999999999999,806.0
0.8088071348940914,0.09999999999999999,845.0
0.8086213303604608,0.09999999999999999,885.0
0.7755481233742103,0.09999999999999999,925.0
0.8080639167595689,0.09999999999999999,965.0
0.7755481233742103,0.09999999999999999,1005.0
0.808992939427722,0.09999999999999999,1044.0
0.8084355258268302,0.09999999999999999,1084.0
0.8091787439613527,0.09999999999999999,1124.0
0.8086213303604608,0.09999999999999999,1164.0
0.8069490895577852,0.09999999999999999,1204.0
0.8063916759568933,0.09999999999999999,1243.0
0.7755481233742103,0.09999999999999999,1283.0
0.8114083983649201,0.09999999999999999,1323.0
0.7755481233742103,0.09999999999999999,1363.0
0.8093645484949833,0.09999999999999999,1403.0
0.7755481233742103,0.09999999999999999,1442.0
0.8078781122259383,0.09999999999999999,1482.0
0.8015607580824972,0.09999999999999999,1522.0
0.8082497212931996,0.09999999999999999,1562.0
0.7755481233742103,0.09999999999999999,1602.0
0.8069490895577852,0.09999999999999999,1641.0
0.7755481233742103,0.09999999999999999,1681.0
0.8093645484949833,0.09999999999999999,1721.0
0.7755481233742103,0.09999999999999999,1761.0
0.7755481233742103,0.09999999999999999,1801.0
0.8043478260869565,0.09999999999999999,1840.0
0.8102935711631364,0.09999999999999999,1880.0
0.7755481233742103,0.09999999999999999,1920.0
0.7755481233742103,0.09999999999999999,1960.0
0.7755481233742103,0.09999999999999999,2000.0
0.7984020810107767,0.11,50.0
0.8054626532887402,0.11,89.0
0.8078781122259383,0.11,129.0
0.8063916759568933,0.11,169.0
0.8091787439613527,0.11,209.0
0.8058342623560015,0.11,248.0
0.8086213303604608,0.11,288.0
0.8069490895577852,0.11,328.0
0.8086213303604608,0.11,368.0
0.8086213303604608,0.11,408.0
0.8088071348940914,0.11,447.0
0.8088071348940914,0.11,487.0
0.8076923076923077,0.11,527.0
0.808992939427722,0.11,567.0
0.8097361575622445,0.11,607.0
0.808992939427722,0.11,646.0
0.8099219620958752,0.11,686.0
0.8091787439613527,0.11,726.0
0.8088071348940914,0.11,766.0
0.8076923076923077,0.11,806.0
0.808992939427722,0.11,845.0
0.7755481233742103,0.11,885.0
0.8043478260869565,0.11,925.0
0.7755481233742103,0.11,965.0
0.8080639167595689,0.11,1005.0
0.7755481233742103,0.11,1044.0
0.808992939427722,0.11,1084.0
0.8073206986250464,0.11,1124.0
0.8099219620958752,0.11,1164.0
0.8071348940914158,0.11,1204.0
0.7755481233742103,0.11,1243.0
0.8006317354143441,0.11,1283.0
0.7755481233742103,0.11,1323.0
0.8084355258268302,0.11,1363.0
0.8086213303604608,0.11,1403.0
0.8091787439613527,0.11,1442.0
0.8102935711631364,0.11,1482.0
0.8086213303604608,0.11,1522.0
0.8062058714232627,0.11,1562.0
0.8121516164994426,0.11,1602.0
0.7755481233742103,0.11,1641.0
0.7755481233742103,0.11,1681.0
0.7755481233742103,0.11,1721.0
0.7755481233742103,0.11,1761.0
0.8101077666295058,0.11,1801.0
0.7755481233742103,0.11,1840.0
0.8095503530286139,0.11,1880.0
0.7755481233742103,0.11,1920.0
0.7755481233742103,0.11,1960.0
0.7755481233742103,0.11,2000.0
0.8054626532887402,0.12,50.0
0.8101077666295058,0.12,89.0
0.808992939427722,0.12,129.0
0.8080639167595689,0.12,169.0
0.8086213303604608,0.12,209.0
0.8093645484949833,0.12,248.0
0.8088071348940914,0.12,288.0
0.8088071348940914,0.12,328.0
0.8095503530286139,0.12,368.0
0.8093645484949833,0.12,408.0
0.8080639167595689,0.12,447.0
0.808992939427722,0.12,487.0
0.8084355258268302,0.12,527.0
0.8078781122259383,0.12,567.0
0.8078781122259383,0.12,607.0
0.8088071348940914,0.12,646.0
0.8080639167595689,0.12,686.0
0.808992939427722,0.12,726.0
0.8097361575622445,0.12,766.0
0.7755481233742103,0.12,806.0
0.8063916759568933,0.12,845.0
0.8086213303604608,0.12,885.0
0.7755481233742103,0.12,925.0
0.8099219620958752,0.12,965.0
0.8076923076923077,0.12,1005.0
0.7755481233742103,0.12,1044.0
0.8086213303604608,0.12,1084.0
0.7755481233742103,0.12,1124.0
0.8084355258268302,0.12,1164.0
0.8093645484949833,0.12,1204.0
0.8084355258268302,0.12,1243.0
0.8091787439613527,0.12,1283.0
0.8086213303604608,0.12,1323.0
0.8084355258268302,0.12,1363.0
0.8086213303604608,0.12,1403.0
0.7755481233742103,0.12,1442.0
0.7755481233742103,0.12,1482.0
0.8075065031586771,0.12,1522.0
0.8099219620958752,0.12,1562.0
0.8084355258268302,0.12,1602.0
0.7755481233742103,0.12,1641.0
0.8086213303604608,0.12,1681.0
0.7755481233742103,0.12,1721.0
0.7755481233742103,0.12,1761.0
0.7755481233742103,0.12,1801.0
0.7755481233742103,0.12,1840.0
0.8101077666295058,0.12,1880.0
0.8093645484949833,0.12,1920.0
0.7755481233742103,0.12,1960.0
0.7755481233742103,0.12,2000.0
0.8110367892976589,0.13,50.0
0.8102935711631364,0.13,89.0
0.8082497212931996,0.13,129.0
0.808992939427722,0.13,169.0
0.806577480490524,0.13,209.0
0.8080639167595689,0.13,248.0
0.8093645484949833,0.13,288.0
0.8067632850241546,0.13,328.0
0.8076923076923077,0.13,368.0
0.8082497212931996,0.13,408.0
0.8073206986250464,0.13,447.0
0.8075065031586771,0.13,487.0
0.8082497212931996,0.13,527.0
0.8075065031586771,0.13,567.0
0.8082497212931996,0.13,607.0
0.808992939427722,0.13,646.0
0.8076923076923077,0.13,686.0
0.8088071348940914,0.13,726.0
0.8115942028985508,0.13,766.0
0.8101077666295058,0.13,806.0
0.8075065031586771,0.13,845.0
0.7755481233742103,0.13,885.0
0.7755481233742103,0.13,925.0
0.8071348940914158,0.13,965.0
0.8099219620958752,0.13,1005.0
0.7755481233742103,0.13,1044.0
0.7755481233742103,0.13,1084.0
0.8091787439613527,0.13,1124.0
0.806577480490524,0.13,1164.0
0.810479375696767,0.13,1204.0
0.8082497212931996,0.13,1243.0
0.7755481233742103,0.13,1283.0
0.7755481233742103,0.13,1323.0
0.8080639167595689,0.13,1363.0
0.8091787439613527,0.13,1403.0
0.8101077666295058,0.13,1442.0
0.8097361575622445,0.13,1482.0
0.8097361575622445,0.13,1522.0
0.808992939427722,0.13,1562.0
0.7755481233742103,0.13,1602.0
0.8097361575622445,0.13,1641.0
0.7755481233742103,0.13,1681.0
0.8097361575622445,0.13,1721.0
0.7755481233742103,0.13,1761.0
0.7755481233742103,0.13,1801.0
0.806577480490524,0.13,1840.0
0.8088071348940914,0.13,1880.0
0.7755481233742103,0.13,1920.0
0.8112225938312895,0.13,1960.0
0.7755481233742103,0.13,2000.0
0.8056484578223708,0.14,50.0
0.8084355258268302,0.14,89.0
0.8106651802303976,0.14,129.0
0.8063916759568933,0.14,169.0
0.8082497212931996,0.14,209.0
0.8063916759568933,0.14,248.0
0.8088071348940914,0.14,288.0
0.8088071348940914,0.14,328.0
0.8093645484949833,0.14,368.0
0.8086213303604608,0.14,408.0
0.8091787439613527,0.14,447.0
0.8095503530286139,0.14,487.0
0.8112225938312895,0.14,527.0
0.808992939427722,0.14,567.0
0.8084355258268302,0.14,607.0
0.8082497212931996,0.14,646.0
0.8073206986250464,0.14,686.0
0.8073206986250464,0.14,726.0
0.808992939427722,0.14,766.0
0.8086213303604608,0.14,806.0
0.8084355258268302,0.14,845.0
0.8099219620958752,0.14,885.0
0.7755481233742103,0.14,925.0
0.8095503530286139,0.14,965.0
0.8097361575622445,0.14,1005.0
0.8088071348940914,0.14,1044.0
0.7755481233742103,0.14,1084.0
0.8073206986250464,0.14,1124.0
0.7755481233742103,0.14,1164.0
0.8075065031586771,0.14,1204.0
0.7755481233742103,0.14,1243.0
0.7755481233742103,0.14,1283.0
0.8128948346339651,0.14,1323.0
0.7755481233742103,0.14,1363.0
0.7755481233742103,0.14,1403.0
0.8000743218134523,0.14,1442.0
0.8071348940914158,0.14,1482.0
0.8023039762170197,0.14,1522.0
0.8073206986250464,0.14,1562.0
0.7755481233742103,0.14,1602.0
0.8075065031586771,0.14,1641.0
0.7755481233742103,0.14,1681.0
0.7755481233742103,0.14,1721.0
0.806577480490524,0.14,1761.0
0.7755481233742103,0.14,1801.0
0.7755481233742103,0.14,1840.0
0.8099219620958752,0.14,1880.0
0.7755481233742103,0.14,1920.0
0.7755481233742103,0.14,1960.0
0.7755481233742103,0.14,2000.0
0.8054626532887402,0.15000000000000002,50.0
0.8054626532887402,0.15000000000000002,89.0
0.8080639167595689,0.15000000000000002,129.0
0.8086213303604608,0.15000000000000002,169.0
0.8080639167595689,0.15000000000000002,209.0
0.808992939427722,0.15000000000000002,248.0
0.8084355258268302,0.15000000000000002,288.0
0.8084355258268302,0.15000000000000002,328.0
0.8086213303604608,0.15000000000000002,368.0
0.8097361575622445,0.15000000000000002,408.0
0.808992939427722,0.15000000000000002,447.0
0.8080639167595689,0.15000000000000002,487.0
0.8084355258268302,0.15000000000000002,527.0
0.8078781122259383,0.15000000000000002,567.0
0.808992939427722,0.15000000000000002,607.0
0.8095503530286139,0.15000000000000002,646.0
0.7755481233742103,0.15000000000000002,686.0
0.808992939427722,0.15000000000000002,726.0
0.8082497212931996,0.15000000000000002,766.0
0.7755481233742103,0.15000000000000002,806.0
0.8097361575622445,0.15000000000000002,845.0
0.8082497212931996,0.15000000000000002,885.0
0.8078781122259383,0.15000000000000002,925.0
0.8086213303604608,0.15000000000000002,965.0
0.8088071348940914,0.15000000000000002,1005.0
0.7755481233742103,0.15000000000000002,1044.0
0.8091787439613527,0.15000000000000002,1084.0
0.8099219620958752,0.15000000000000002,1124.0
0.7755481233742103,0.15000000000000002,1164.0
0.7755481233742103,0.15000000000000002,1204.0
0.7755481233742103,0.15000000000000002,1243.0
0.8106651802303976,0.15000000000000002,1283.0
0.8084355258268302,0.15000000000000002,1323.0
0.8073206986250464,0.15000000000000002,1363.0
0.7755481233742103,0.15000000000000002,1403.0
0.7755481233742103,0.15000000000000002,1442.0
0.8093645484949833,0.15000000000000002,1482.0
0.7755481233742103,0.15000000000000002,1522.0
0.8063916759568933,0.15000000000000002,1562.0
0.7755481233742103,0.15000000000000002,1602.0
0.7755481233742103,0.15000000000000002,1641.0
0.7755481233742103,0.15000000000000002,1681.0
0.8080639167595689,0.15000000000000002,1721.0
0.7755481233742103,0.15000000000000002,1761.0
