learning_rate_init,accuracy,mse,r2,bias,variance
1.5221212121212122,0.8088071348940914,0.1444318547900264,0.17028107437659246,0.17408069060807504,0.026580090006760173
1.5725252525252527,0.8080639167595689,0.14497120207330322,0.16718268137271586,0.17409222790705334,0.026595672242689765
1.622929292929293,0.8086213303604608,0.14434987282636774,0.17075203687240936,0.17407590357314404,0.027184165542699902
1.6733333333333336,0.808992939427722,0.14400101134169632,0.17275614446123566,0.17407901021337718,0.026503496268777117
1.723737373737374,0.808992939427722,0.14402574456940082,0.17261405927408624,0.17407684022129963,0.026840298763700456
1.7741414141414142,0.8088071348940914,0.14404651087865583,0.17249476287766963,0.1740808845118878,0.026429979218287287
1.8245454545454547,0.8076923076923077,0.14413243038665866,0.17200118033679712,0.1740862173220167,0.025726880583425295
1.8749494949494951,0.8076923076923077,0.1445693415243551,0.16949125314456215,0.17408194360369572,0.026582867890951586
1.9253535353535356,0.8088071348940914,0.14403165868076395,0.17258008442737838,0.1740806034297307,0.026364957324350777
1.975757575757576,0.808992939427722,0.14402040779360734,0.17264471749615296,0.1740783910114303,0.026615104826297965
2.026161616161616,0.8093645484949833,0.14414799900871067,0.17191174313901803,0.1740800457204295,0.02637844331928643
2.0765656565656565,0.8091787439613527,0.14419097003905426,0.1716648870892813,0.1740768684606989,0.026774492668104093
2.126969696969697,0.8082497212931996,0.1442560307796042,0.17129113209023472,0.17408009687117876,0.02611618441798878
2.1773737373737374,0.8088071348940914,0.14398414337989912,0.1728530459872888,0.17407875398880454,0.02690444784616393
2.227777777777778,0.808992939427722,0.14389770691569628,0.17334959829091545,0.17407409232651355,0.02710478310691273
2.2781818181818183,0.808992939427722,0.14498271531606638,0.16711654114741892,0.17408799868274966,0.027137809088933228
2.3285858585858588,0.8082497212931996,0.1443652897360181,0.1706634712181766,0.17409431877295337,0.026679697467363893
2.378989898989899,0.8086213303604608,0.14409343064216742,0.1722252225063441,0.17408300362597257,0.02592384070132123
2.4293939393939397,0.8102935711631364,0.1440674639965154,0.1723743933202463,0.17408365233515669,0.026443478711246513
2.4797979797979797,0.8099219620958752,0.143984210808449,0.17285265862991495,0.17407602838774394,0.02664885287512757
2.53020202020202,0.7755481233742103,,,,
2.5806060606060606,0.8088071348940914,0.1440164761841628,0.17266730344693948,0.17407905152166464,0.02648392091423575
2.631010101010101,0.8088071348940914,0.14444150050906993,0.17022566253096272,0.17408331136508134,0.026333125790814645
2.6814141414141415,0.808992939427722,0.1438553774807853,0.17359276856182027,0.1740740290796677,0.027727670034724386
2.731818181818182,0.8076923076923077,0.14415860445341797,0.17185081794906554,0.174091179403146,0.02558611971620685
2.7822222222222224,0.8097361575622445,0.14406103255927974,0.17241134005336933,0.17408699736135227,0.026208303829210494
2.832626262626263,0.8091787439613527,0.1440142958357288,0.17267982891344935,0.1740831271033814,0.026401222712081666
2.8830303030303033,0.8086213303604608,0.14411214537924885,0.17211771179434,0.17408051662326685,0.026101083117388024
2.9334343434343437,0.8082497212931996,0.1439714434513843,0.172926003376489,0.17407993661273005,0.026509594312844734
2.9838383838383837,0.8093645484949833,0.14418195978965337,0.1717166483469581,0.17408221007829225,0.026599918127722694
3.034242424242424,0.8078781122259383,0.14422354758771366,0.17147773856368487,0.17409147651946774,0.025485843384790187
3.0846464646464646,0.8084355258268302,0.14418140159272097,0.1717198550257042,0.1740824684942937,0.025987302749421782
3.135050505050505,0.8086213303604608,0.14421791257426117,0.17151011007421113,0.17408290933088275,0.02629296540333724
3.1854545454545455,0.8080639167595689,0.14415643084848792,0.17186330467610988,0.17408377471433092,0.02575196512936145
3.235858585858586,0.8080639167595689,0.14411273399997018,0.1721143303397904,0.1740869077834213,0.026030916653711805
3.2862626262626264,0.8076923076923077,0.1441040226248488,0.172164374651808,0.1740898393465059,0.02570548313344461
3.336666666666667,0.808992939427722,0.1441303202895488,0.1720133022299175,0.17407600424582803,0.02680135764374481
3.3870707070707073,0.8067632850241546,0.14472525101053343,0.1685955985706149,0.1740733131525692,0.028393993189075692
3.437474747474748,0.8076923076923077,0.1442492674753415,0.1713299853027388,0.17409009847957824,0.025751222219431928
3.4878787878787882,0.8093645484949833,0.1439407289992179,0.17310244895554527,0.17407708948059916,0.026742119814830875
3.5382828282828283,0.8095503530286139,0.143974411770882,0.17290895124579297,0.17407466113876852,0.027349043754953194
3.5886868686868687,0.8099219620958752,0.14395151083220523,0.17304051046631452,0.17407555340103992,0.027569393218273428
3.639090909090909,0.808992939427722,0.14414856065743348,0.17190851663074158,0.17407974701601578,0.0258251825670701
3.6894949494949496,0.8082497212931996,0.1447673323217427,0.16835385369808564,0.17407989128315576,0.026705583775054414
3.73989898989899,0.8093645484949833,0.14390209549015112,0.17332438720928123,0.1740747182567888,0.02724586589417248
3.7903030303030305,0.8049052396878483,0.14443846027050428,0.17024312781575046,0.17410805763235457,0.024387766084768704
3.840707070707071,0.8082497212931996,0.14429287614286754,0.17107946621316406,0.17409286176664235,0.025383102443452456
3.8911111111111114,0.8091787439613527,0.14507093934473947,0.16660971980671646,0.17407482413141193,0.02857899313434898
3.941515151515152,0.7755481233742103,,,,
3.9919191919191923,0.7755481233742103,,,,
4.042323232323232,0.8112225938312895,0.14454763492973705,0.16961595120643802,0.17407351212690123,0.029113193994505217
4.092727272727273,0.8080639167595689,0.14406110253427404,0.17241093806741425,0.17408891768475296,0.025969136194081192
4.143131313131313,0.8075065031586771,0.14408082971496827,0.17229761116182962,0.17409772711710725,0.025804565372853194
4.193535353535354,0.7755481233742103,,,,
4.243939393939394,0.8091787439613527,0.14382534677163214,0.1737652862364738,0.1740732606866775,0.02798349727722021
4.294343434343435,0.7755481233742103,,,,
4.344747474747475,0.8073206986250464,0.14427507816702378,0.17118171039895547,0.17408844380297558,0.02534550577502334
4.3951515151515155,0.8093645484949833,0.14519007247108495,0.16592533470523574,0.17408448410777644,0.027085633813449708
4.445555555555556,0.8076923076923077,0.14419937877576558,0.17161658134675584,0.17408785357948298,0.02503551518941142
4.495959595959596,0.808992939427722,0.14393713181156936,0.17312311375054734,0.1740733308377445,0.027020269445716658
4.546363636363637,0.8086213303604608,0.1441387794291035,0.17196470693774157,0.17408750564528186,0.02620185053508911
4.596767676767677,0.8086213303604608,0.14492896671588873,0.16742531119581283,0.1740821444032043,0.027634335187785596
4.647171717171718,0.7755481233742103,,,,
4.697575757575758,0.8060200668896321,0.1453001484246931,0.16529298042232832,0.17411854342790198,0.02594409730990398
4.747979797979799,0.8080639167595689,0.14395722869954822,0.17300766298432657,0.174077860631423,0.026698233051572418
4.798383838383839,0.8088071348940914,0.14413265089140273,0.1719999136012863,0.17408103785207493,0.026900164836182367
4.8487878787878795,0.8086213303604608,0.14392414244169693,0.17319773389601845,0.17408084272197608,0.026177131433932306
4.899191919191919,0.8093645484949833,0.14394783478741344,0.1730616282726296,0.17408208815849455,0.026623029199412583
4.9495959595959595,0.8076923076923077,0.14449422225213693,0.169922791477495,0.17407421766655135,0.027506369097791843
5.0,0.8067632850241546,0.14426959392996735,0.17121321574301507,0.1741079731351955,0.025392770837457865
