accuracy,learning_rate_init,minibatch_size
0.7636566332218506,0.001,50.0
0.5719063545150501,0.001,89.0
0.6272761055369751,0.001,129.0
0.5891861761426979,0.001,169.0
0.5490523968784838,0.001,209.0
0.6322928279450019,0.001,248.0
0.5063173541434411,0.001,288.0
0.5377183203270159,0.001,328.0
0.5174656261612783,0.001,368.0
0.7077294685990339,0.001,408.0
0.770345596432553,0.001,447.0
0.6399108138238573,0.001,487.0
0.5403195837978446,0.001,527.0
0.6620215533259012,0.001,567.0
0.7361575622445188,0.001,607.0
0.6480862133036046,0.001,646.0
0.7294685990338164,0.001,686.0
0.6670382757339279,0.001,726.0
0.6265328874024526,0.001,766.0
0.7513935340022296,0.001,806.0
0.6798587885544407,0.001,845.0
0.7538089929394277,0.001,885.0
0.7064288368636195,0.001,925.0
0.7861389817911557,0.001,965.0
0.6869193608324043,0.001,1005.0
0.7393162393162394,0.001,1044.0
0.7393162393162394,0.001,1084.0
0.7452619843924192,0.001,1124.0
0.7344853214418432,0.001,1164.0
0.7536231884057971,0.001,1204.0
0.7482348569305091,0.001,1243.0
0.7467484206614642,0.001,1283.0
0.7538089929394277,0.001,1323.0
0.7331846897064288,0.001,1363.0
0.7617985878855444,0.001,1403.0
0.7840951319212188,0.001,1442.0
0.7774061687105165,0.001,1482.0
0.779635823114084,0.001,1522.0
0.7770345596432553,0.001,1562.0
0.7623560014864362,0.001,1602.0
0.7701597918989224,0.001,1641.0
0.7978446674098848,0.001,1681.0
0.768859160163508,0.001,1721.0
0.7842809364548495,0.001,1761.0
0.7954292084726867,0.001,1801.0
0.803604607952434,0.001,1840.0
0.7521367521367521,0.001,1880.0
0.7827945001858045,0.001,1920.0
0.7586399108138239,0.001,1960.0
0.7822370865849126,0.001,2000.0
0.5336306205871423,0.0011513953993264468,50.0
0.6573764399851356,0.0011513953993264468,89.0
0.6034931252322556,0.0011513953993264468,129.0
0.65570419918246,0.0011513953993264468,169.0
0.6644370122630993,0.0011513953993264468,209.0
0.5787811222593832,0.0011513953993264468,248.0
0.6246748420661464,0.0011513953993264468,288.0
0.6675956893348197,0.0011513953993264468,328.0
0.6911928651059086,0.0011513953993264468,368.0
0.6230026012634708,0.0011513953993264468,408.0
0.6034931252322556,0.0011513953993264468,447.0
0.6711259754738016,0.0011513953993264468,487.0
0.7357859531772575,0.0011513953993264468,527.0
0.6716833890746934,0.0011513953993264468,567.0
0.6467855815681902,0.0011513953993264468,607.0
0.6505016722408027,0.0011513953993264468,646.0
0.7385730211817169,0.0011513953993264468,686.0
0.7240802675585284,0.0011513953993264468,726.0
0.7337421033073207,0.0011513953993264468,766.0
0.7863247863247863,0.0011513953993264468,806.0
0.7300260126347082,0.0011513953993264468,845.0
0.6893348197696024,0.0011513953993264468,885.0
0.76049795615013,0.0011513953993264468,925.0
0.7642140468227425,0.0011513953993264468,965.0
0.76347082868822,0.0011513953993264468,1005.0
0.7118171683389075,0.0011513953993264468,1044.0
0.7865105908584169,0.0011513953993264468,1084.0
0.707172054998142,0.0011513953993264468,1124.0
0.7900408769973988,0.0011513953993264468,1164.0
0.7603121516164995,0.0011513953993264468,1204.0
0.7216648086213303,0.0011513953993264468,1243.0
0.7603121516164995,0.0011513953993264468,1283.0
0.7911557041991825,0.0011513953993264468,1323.0
0.7716462281679674,0.0011513953993264468,1363.0
0.767372723894463,0.0011513953993264468,1403.0
0.7586399108138239,0.0011513953993264468,1442.0
0.803604607952434,0.0011513953993264468,1482.0
0.7831661092530657,0.0011513953993264468,1522.0
0.7800074321813453,0.0011513953993264468,1562.0
